year,month,day,hour,street,crash_type,severity,lighting,weather,speed_limit,pedestrians_involved,cyclists_involved,date
2021,4,17,6,S Walter Reed Dr,Pedestrian Involved,Property Damage Only,Dark - Lighted,Clear,45,1,0,2021-04-17
2021,11,2,17,Glebe Rd,Head-On,Property Damage Only,Dawn/Dusk,Rain,25,0,0,2021-11-02
2020,8,21,22,S Walter Reed Dr,Rear-End,Property Damage Only,Daylight,Rain,35,0,0,2020-08-21
2021,3,13,12,S Walter Reed Dr,Head-On,Injury,Dark - Unlighted,Clear,30,0,0,2021-03-13
2022,2,1,17,S Walter Reed Dr,Rear-End,Injury,Daylight,Cloudy,35,0,0,2022-02-01
2020,1,2,17,N Fairfax Dr,Pedestrian Involved,Property Damage Only,Dark - Unlighted,Rain,45,1,0,2020-01-02
2022,12,13,19,Columbia Pike,Bicycle Involved,Property Damage Only,Dark - Lighted,Clear,35,0,1,2022-12-13
2019,5,3,21,N Pershing Dr,Angle,Injury,Dark - Lighted,Rain,35,0,0,2019-05-03
2022,10,21,7,Columbia Pike,Sideswipe,Injury,Dawn/Dusk,Clear,30,0,0,2022-10-21
2019,4,3,17,N Fairfax Dr,Rear-End,Property Damage Only,Dawn/Dusk,Rain,25,0,0,2019-04-03
2021,11,24,23,Lee Hwy,Rear-End,Property Damage Only,Daylight,Cloudy,30,0,0,2021-11-24
2019,3,16,11,Clarendon Blvd,Pedestrian Involved,Injury,Dark - Unlighted,Snow/Ice,30,1,0,2019-03-16
2021,3,24,15,Arlington Blvd,Bicycle Involved,Injury,Daylight,Fog,25,0,1,2021-03-24
2021,7,9,11,N Pershing Dr,Rear-End,Property Damage Only,Dark - Unlighted,Rain,25,0,0,2021-07-09
2022,8,17,18,Clarendon Blvd,Rear-End,Injury,Dawn/Dusk,Snow/Ice,30,0,0,2022-08-17
2021,3,9,12,Columbia Pike,Pedestrian Involved,Injury,Daylight,Clear,30,1,0,2021-03-09
2023,1,2,14,Wilson Blvd,Angle,Property Damage Only,Daylight,Clear,45,0,0,2023-01-02
2021,7,5,10,Lee Hwy,Single Vehicle,Property Damage Only,Daylight,Rain,45,0,0,2021-07-05
2020,6,8,10,N Fairfax Dr,Bicycle Involved,Property Damage Only,Dark - Unlighted,Clear,35,0,1,2020-06-08
2019,10,12,10,Columbia Pike,Pedestrian Involved,Property Damage Only,Daylight,Clear,30,1,0,2019-10-12
2020,9,2,16,N Fairfax Dr,Rear-End,Injury,Dawn/Dusk,Rain,35,0,0,2020-09-02
2021,6,3,12,N Pershing Dr,Head-On,Property Damage Only,Daylight,Fog,35,0,0,2021-06-03
2020,5,19,14,Arlington Blvd,Bicycle Involved,Property Damage Only,Dark - Lighted,Clear,45,0,1,2020-05-19
2021,10,16,9,Glebe Rd,Bicycle Involved,Property Damage Only,Dark - Lighted,Clear,30,0,1,2021-10-16
2019,7,1,15,Glebe Rd,Pedestrian Involved,Property Damage Only,Dark - Unlighted,Rain,25,1,0,2019-07-01
2021,1,25,18,N Fairfax Dr,Single Vehicle,Injury,Dark - Unlighted,Rain,25,0,0,2021-01-25
2020,9,8,22,N Fairfax Dr,Head-On,Property Damage Only,Daylight,Clear,30,0,0,2020-09-08
2021,2,2,0,Glebe Rd,Single Vehicle,Injury,Dawn/Dusk,Fog,35,0,0,2021-02-02
2022,12,3,8,S Walter Reed Dr,Rear-End,Serious Injury,Dark - Lighted,Clear,45,0,0,2022-12-03
2019,10,19,21,Wilson Blvd,Head-On,Property Damage Only,Dark - Lighted,Clear,30,0,0,2019-10-19
2021,5,28,13,Clarendon Blvd,Single Vehicle,Property Damage Only,Dawn/Dusk,Clear,35,0,0,2021-05-28
2021,8,9,8,Glebe Rd,Rear-End,Injury,Dark - Lighted,Clear,30,0,0,2021-08-09
2023,2,5,9,Columbia Pike,Angle,Property Damage Only,Dawn/Dusk,Rain,45,0,0,2023-02-05
2021,7,4,8,N Pershing Dr,Sideswipe,Property Damage Only,Dark - Lighted,Clear,45,0,0,2021-07-04
2021,8,9,7,Columbia Pike,Rear-End,Injury,Dark - Lighted,Clear,35,0,0,2021-08-09
2023,1,7,14,Clarendon Blvd,Angle,Injury,Daylight,Clear,30,0,0,2023-01-07
2021,7,17,15,Wilson Blvd,Bicycle Involved,Property Damage Only,Dark - Unlighted,Cloudy,35,0,1,2021-07-17
2020,1,13,13,Washington Blvd,Pedestrian Involved,Injury,Dark - Lighted,Rain,25,1,0,2020-01-13
2022,2,26,3,Lee Hwy,Rear-End,Injury,Daylight,Cloudy,25,0,0,2022-02-26
2020,3,7,16,N Fairfax Dr,Sideswipe,Injury,Daylight,Fog,35,0,0,2020-03-07
2019,1,3,7,Glebe Rd,Bicycle Involved,Property Damage Only,Dawn/Dusk,Rain,30,0,1,2019-01-03
2019,6,4,11,Wilson Blvd,Head-On,Injury,Daylight,Cloudy,30,0,0,2019-06-04
2023,7,27,9,N Fairfax Dr,Head-On,Property Damage Only,Daylight,Snow/Ice,45,0,0,2023-07-27
2022,3,12,8,Glebe Rd,Angle,Injury,Dark - Unlighted,Clear,35,0,0,2022-03-12
2022,3,2,17,S Walter Reed Dr,Pedestrian Involved,Property Damage Only,Dark - Lighted,Rain,35,1,0,2022-03-02
2022,7,18,12,Washington Blvd,Rear-End,Property Damage Only,Daylight,Clear,35,0,0,2022-07-18
2022,3,14,17,Glebe Rd,Bicycle Involved,Injury,Dark - Lighted,Clear,25,0,1,2022-03-14
2022,12,12,6,Washington Blvd,Pedestrian Involved,Property Damage Only,Dawn/Dusk,Rain,35,1,0,2022-12-12
2023,9,11,16,N Fairfax Dr,Sideswipe,Property Damage Only,Dark - Lighted,Clear,25,0,0,2023-09-11
2021,10,8,10,Wilson Blvd,Single Vehicle,Property Damage Only,Dark - Unlighted,Clear,25,0,0,2021-10-08
2022,9,12,23,S Walter Reed Dr,Angle,Property Damage Only,Dark - Lighted,Rain,25,0,0,2022-09-12
2020,11,8,11,Arlington Blvd,Pedestrian Involved,Property Damage Only,Daylight,Rain,30,1,0,2020-11-08
2023,7,12,17,Lee Hwy,Angle,Fatal,Dark - Lighted,Clear,35,0,0,2023-07-12
2021,10,1,6,Clarendon Blvd,Pedestrian Involved,Injury,Dark - Lighted,Rain,30,1,0,2021-10-01
2022,9,10,8,Lee Hwy,Head-On,Property Damage Only,Daylight,Clear,25,0,0,2022-09-10
2019,4,20,20,Glebe Rd,Rear-End,Property Damage Only,Dawn/Dusk,Clear,25,0,0,2019-04-20
2021,10,7,7,Lee Hwy,Sideswipe,Property Damage Only,Dark - Lighted,Clear,35,0,0,2021-10-07
2019,1,5,14,S Walter Reed Dr,Bicycle Involved,Property Damage Only,Dark - Lighted,Snow/Ice,25,0,1,2019-01-05
2023,6,3,7,Clarendon Blvd,Bicycle Involved,Property Damage Only,Dawn/Dusk,Fog,25,0,1,2023-06-03
2021,5,11,17,Lee Hwy,Angle,Property Damage Only,Dawn/Dusk,Clear,45,0,0,2021-05-11
2021,3,23,9,N Pershing Dr,Bicycle Involved,Injury,Dark - Unlighted,Cloudy,30,0,1,2021-03-23
2023,3,13,17,Arlington Blvd,Bicycle Involved,Property Damage Only,Dark - Unlighted,Rain,30,0,1,2023-03-13
2020,12,1,12,S Walter Reed Dr,Head-On,Property Damage Only,Daylight,Rain,30,0,0,2020-12-01
2023,6,26,22,S Walter Reed Dr,Angle,Property Damage Only,Daylight,Rain,45,0,0,2023-06-26
2020,6,24,7,Columbia Pike,Angle,Property Damage Only,Dark - Unlighted,Clear,35,0,0,2020-06-24
2020,11,3,12,Clarendon Blvd,Head-On,Injury,Daylight,Clear,35,0,0,2020-11-03
2020,4,23,17,Columbia Pike,Sideswipe,Injury,Dark - Unlighted,Cloudy,25,0,0,2020-04-23
2019,1,13,7,Washington Blvd,Bicycle Involved,Property Damage Only,Dawn/Dusk,Clear,30,0,1,2019-01-13
2022,8,13,23,Clarendon Blvd,Pedestrian Involved,Serious Injury,Dawn/Dusk,Clear,25,1,0,2022-08-13
2022,10,21,19,Glebe Rd,Angle,Property Damage Only,Dawn/Dusk,Rain,25,0,0,2022-10-21
2019,5,1,6,Clarendon Blvd,Sideswipe,Injury,Daylight,Clear,25,0,0,2019-05-01
2021,3,13,19,Lee Hwy,Bicycle Involved,Injury,Daylight,Rain,25,0,1,2021-03-13
2021,10,20,2,Washington Blvd,Bicycle Involved,Property Damage Only,Daylight,Clear,45,0,1,2021-10-20
2020,10,14,10,Lee Hwy,Rear-End,Property Damage Only,Daylight,Cloudy,35,0,0,2020-10-14
2020,4,14,15,N Pershing Dr,Bicycle Involved,Property Damage Only,Dark - Unlighted,Clear,35,0,1,2020-04-14
2021,4,4,12,Wilson Blvd,Head-On,Property Damage Only,Dawn/Dusk,Clear,30,0,0,2021-04-04
2019,6,1,21,N Fairfax Dr,Rear-End,Property Damage Only,Dark - Unlighted,Cloudy,45,0,0,2019-06-01
2020,2,1,19,Glebe Rd,Angle,Property Damage Only,Dark - Unlighted,Cloudy,25,0,0,2020-02-01
2022,2,10,6,N Fairfax Dr,Head-On,Injury,Dawn/Dusk,Clear,35,0,0,2022-02-10
2019,11,18,19,N Fairfax Dr,Angle,Injury,Dark - Unlighted,Snow/Ice,45,0,0,2019-11-18
2021,3,15,18,Wilson Blvd,Sideswipe,Property Damage Only,Dawn/Dusk,Clear,45,0,0,2021-03-15
2021,4,27,11,Arlington Blvd,Pedestrian Involved,Property Damage Only,Daylight,Rain,30,1,0,2021-04-27
2019,2,22,9,Clarendon Blvd,Single Vehicle,Fatal,Dawn/Dusk,Rain,30,0,0,2019-02-22
2023,1,27,18,N Fairfax Dr,Single Vehicle,Property Damage Only,Dawn/Dusk,Fog,45,0,0,2023-01-27
2023,4,16,21,Arlington Blvd,Rear-End,Property Damage Only,Dawn/Dusk,Rain,25,0,0,2023-04-16
2023,10,17,18,S Walter Reed Dr,Bicycle Involved,Property Damage Only,Dark - Lighted,Clear,25,0,1,2023-10-17
2022,3,6,11,Glebe Rd,Single Vehicle,Property Damage Only,Dark - Lighted,Clear,30,0,0,2022-03-06
2019,7,3,5,N Fairfax Dr,Angle,Property Damage Only,Dark - Lighted,Clear,35,0,0,2019-07-03
2021,12,26,22,Columbia Pike,Rear-End,Property Damage Only,Dawn/Dusk,Cloudy,45,0,0,2021-12-26
2023,6,28,12,Arlington Blvd,Pedestrian Involved,Property Damage Only,Dawn/Dusk,Clear,25,1,0,2023-06-28
2023,10,17,12,N Fairfax Dr,Rear-End,Property Damage Only,Dawn/Dusk,Rain,30,0,0,2023-10-17
2020,10,19,7,S Walter Reed Dr,Single Vehicle,Property Damage Only,Daylight,Rain,25,0,0,2020-10-19
2023,2,26,7,Arlington Blvd,Single Vehicle,Property Damage Only,Dark - Unlighted,Snow/Ice,45,0,0,2023-02-26
2021,7,21,12,Washington Blvd,Pedestrian Involved,Property Damage Only,Dawn/Dusk,Cloudy,25,1,0,2021-07-21
2020,5,13,5,Lee Hwy,Pedestrian Involved,Injury,Dawn/Dusk,Cloudy,25,1,0,2020-05-13
2022,6,23,8,Glebe Rd,Rear-End,Property Damage Only,Dawn/Dusk,Clear,35,0,0,2022-06-23
2021,1,11,8,Arlington Blvd,Sideswipe,Property Damage Only,Dark - Unlighted,Rain,45,0,0,2021-01-11
2019,4,5,5,Arlington Blvd,Bicycle Involved,Property Damage Only,Dawn/Dusk,Cloudy,35,0,1,2019-04-05
2021,12,14,18,S Walter Reed Dr,Bicycle Involved,Property Damage Only,Daylight,Clear,30,0,1,2021-12-14
2022,4,27,16,N Fairfax Dr,Bicycle Involved,Property Damage Only,Dawn/Dusk,Clear,35,0,1,2022-04-27
2019,9,26,6,Lee Hwy,Rear-End,Injury,Dark - Unlighted,Clear,45,0,0,2019-09-26
2020,9,19,7,Wilson Blvd,Angle,Property Damage Only,Dark - Lighted,Clear,30,0,0,2020-09-19
2019,4,2,19,Washington Blvd,Rear-End,Injury,Dark - Unlighted,Snow/Ice,30,0,0,2019-04-02
2021,6,27,0,Washington Blvd,Pedestrian Involved,Property Damage Only,Dawn/Dusk,Clear,25,1,0,2021-06-27
2019,4,12,1,Washington Blvd,Pedestrian Involved,Property Damage Only,Dawn/Dusk,Snow/Ice,30,1,0,2019-04-12
2022,10,18,6,Clarendon Blvd,Sideswipe,Property Damage Only,Dark - Lighted,Clear,35,0,0,2022-10-18
2019,5,1,0,N Fairfax Dr,Rear-End,Property Damage Only,Dark - Lighted,Cloudy,30,0,0,2019-05-01
2020,11,8,18,Glebe Rd,Sideswipe,Serious Injury,Dawn/Dusk,Clear,25,0,0,2020-11-08
2019,8,5,6,Lee Hwy,Pedestrian Involved,Property Damage Only,Daylight,Clear,30,1,0,2019-08-05
2021,10,26,19,Arlington Blvd,Bicycle Involved,Property Damage Only,Dark - Unlighted,Clear,45,0,1,2021-10-26
2022,6,15,7,Arlington Blvd,Angle,Property Damage Only,Dawn/Dusk,Rain,35,0,0,2022-06-15
2023,10,13,13,S Walter Reed Dr,Rear-End,Property Damage Only,Daylight,Clear,35,0,0,2023-10-13
2023,11,20,12,S Walter Reed Dr,Sideswipe,Injury,Dark - Unlighted,Fog,25,0,0,2023-11-20
2022,2,11,22,Arlington Blvd,Bicycle Involved,Injury,Dark - Unlighted,Clear,35,0,1,2022-02-11
2021,11,23,17,Arlington Blvd,Angle,Property Damage Only,Dark - Lighted,Clear,30,0,0,2021-11-23
2019,10,13,19,Clarendon Blvd,Bicycle Involved,Property Damage Only,Dark - Lighted,Cloudy,25,0,1,2019-10-13
2022,5,9,12,N Fairfax Dr,Head-On,Injury,Dawn/Dusk,Rain,25,0,0,2022-05-09
2023,12,19,20,Glebe Rd,Sideswipe,Injury,Dark - Lighted,Rain,45,0,0,2023-12-19
2021,9,10,5,Lee Hwy,Single Vehicle,Property Damage Only,Dark - Lighted,Clear,35,0,0,2021-09-10
2019,8,5,17,Arlington Blvd,Bicycle Involved,Property Damage Only,Dark - Lighted,Rain,35,0,1,2019-08-05
2019,4,12,3,Glebe Rd,Bicycle Involved,Property Damage Only,Dark - Unlighted,Rain,45,0,1,2019-04-12
2021,6,9,5,S Walter Reed Dr,Sideswipe,Property Damage Only,Dawn/Dusk,Clear,25,0,0,2021-06-09
2022,1,28,22,S Walter Reed Dr,Pedestrian Involved,Injury,Daylight,Clear,45,1,0,2022-01-28
2020,9,4,8,N Fairfax Dr,Pedestrian Involved,Property Damage Only,Dark - Unlighted,Snow/Ice,45,1,0,2020-09-04
2019,3,5,17,Glebe Rd,Sideswipe,Property Damage Only,Dawn/Dusk,Clear,45,0,0,2019-03-05
2020,6,28,6,Lee Hwy,Single Vehicle,Injury,Daylight,Snow/Ice,45,0,0,2020-06-28
2021,11,6,8,Clarendon Blvd,Bicycle Involved,Property Damage Only,Daylight,Clear,25,0,1,2021-11-06
2022,5,7,22,Lee Hwy,Pedestrian Involved,Property Damage Only,Dark - Lighted,Snow/Ice,45,1,0,2022-05-07
2019,3,20,16,N Fairfax Dr,Bicycle Involved,Property Damage Only,Dawn/Dusk,Clear,45,0,1,2019-03-20
2022,8,13,6,Wilson Blvd,Rear-End,Property Damage Only,Dark - Lighted,Snow/Ice,35,0,0,2022-08-13
2019,6,25,16,N Pershing Dr,Angle,Property Damage Only,Daylight,Clear,25,0,0,2019-06-25
2020,4,23,22,Clarendon Blvd,Sideswipe,Injury,Dark - Lighted,Clear,25,0,0,2020-04-23
2022,9,19,23,Arlington Blvd,Angle,Property Damage Only,Daylight,Rain,25,0,0,2022-09-19
2021,5,15,18,N Pershing Dr,Pedestrian Involved,Injury,Dark - Unlighted,Rain,45,1,0,2021-05-15
2020,6,16,6,Clarendon Blvd,Single Vehicle,Property Damage Only,Dark - Lighted,Cloudy,30,0,0,2020-06-16
2022,1,8,7,Glebe Rd,Bicycle Involved,Property Damage Only,Dark - Lighted,Clear,30,0,1,2022-01-08
2019,10,17,12,Lee Hwy,Rear-End,Property Damage Only,Dark - Unlighted,Cloudy,25,0,0,2019-10-17
2022,11,9,8,N Pershing Dr,Pedestrian Involved,Property Damage Only,Daylight,Clear,25,1,0,2022-11-09
2019,11,27,20,Wilson Blvd,Rear-End,Injury,Daylight,Clear,45,0,0,2019-11-27
2022,7,4,18,N Pershing Dr,Sideswipe,Injury,Dawn/Dusk,Snow/Ice,30,0,0,2022-07-04
2020,12,22,21,Wilson Blvd,Sideswipe,Property Damage Only,Dawn/Dusk,Snow/Ice,25,0,0,2020-12-22
2023,5,20,12,S Walter Reed Dr,Bicycle Involved,Injury,Dark - Lighted,Rain,45,0,1,2023-05-20
2019,9,24,18,S Walter Reed Dr,Rear-End,Injury,Dark - Unlighted,Clear,25,0,0,2019-09-24
2019,8,7,14,S Walter Reed Dr,Angle,Fatal,Dark - Unlighted,Cloudy,30,0,0,2019-08-07
2021,12,14,3,Arlington Blvd,Angle,Property Damage Only,Daylight,Clear,45,0,0,2021-12-14
2020,12,16,17,Clarendon Blvd,Angle,Injury,Daylight,Clear,25,0,0,2020-12-16
2019,2,27,13,S Walter Reed Dr,Bicycle Involved,Injury,Dawn/Dusk,Rain,30,0,1,2019-02-27
2019,9,3,14,Columbia Pike,Sideswipe,Property Damage Only,Dark - Lighted,Clear,45,0,0,2019-09-03
2021,5,15,8,Wilson Blvd,Rear-End,Property Damage Only,Dark - Lighted,Rain,25,0,0,2021-05-15
2021,6,26,19,Clarendon Blvd,Head-On,Injury,Daylight,Snow/Ice,25,0,0,2021-06-26
2019,1,28,7,Lee Hwy,Bicycle Involved,Property Damage Only,Dark - Lighted,Clear,35,0,1,2019-01-28
2021,8,20,8,Arlington Blvd,Bicycle Involved,Injury,Daylight,Cloudy,35,0,1,2021-08-20
2021,3,4,6,N Fairfax Dr,Head-On,Property Damage Only,Dawn/Dusk,Snow/Ice,35,0,0,2021-03-04
2022,12,28,7,Washington Blvd,Single Vehicle,Property Damage Only,Dawn/Dusk,Rain,30,0,0,2022-12-28
2019,3,23,16,Wilson Blvd,Single Vehicle,Property Damage Only,Dark - Lighted,Clear,25,0,0,2019-03-23
2022,10,16,18,S Walter Reed Dr,Bicycle Involved,Property Damage Only,Dawn/Dusk,Clear,30,0,1,2022-10-16
2023,7,25,18,Clarendon Blvd,Pedestrian Involved,Property Damage Only,Daylight,Rain,30,1,0,2023-07-25
2022,8,4,7,N Fairfax Dr,Head-On,Serious Injury,Daylight,Clear,25,0,0,2022-08-04
2021,11,11,9,Wilson Blvd,Bicycle Involved,Property Damage Only,Dark - Lighted,Clear,35,0,1,2021-11-11
2023,9,23,19,S Walter Reed Dr,Rear-End,Fatal,Dawn/Dusk,Clear,30,0,0,2023-09-23
2022,6,22,12,N Fairfax Dr,Angle,Injury,Daylight,Fog,25,0,0,2022-06-22
2020,9,28,16,Washington Blvd,Single Vehicle,Property Damage Only,Dawn/Dusk,Clear,30,0,0,2020-09-28
2019,8,11,17,Glebe Rd,Sideswipe,Property Damage Only,Dark - Unlighted,Rain,25,0,0,2019-08-11
2023,4,18,9,N Fairfax Dr,Head-On,Injury,Dark - Lighted,Clear,25,0,0,2023-04-18
2022,8,26,15,S Walter Reed Dr,Head-On,Property Damage Only,Daylight,Rain,45,0,0,2022-08-26
2022,6,4,5,Washington Blvd,Bicycle Involved,Property Damage Only,Daylight,Rain,25,0,1,2022-06-04
2022,7,2,15,N Pershing Dr,Pedestrian Involved,Property Damage Only,Daylight,Rain,25,1,0,2022-07-02
2023,10,21,18,Arlington Blvd,Pedestrian Involved,Property Damage Only,Dark - Lighted,Snow/Ice,45,1,0,2023-10-21
2021,6,27,13,Wilson Blvd,Single Vehicle,Property Damage Only,Dark - Lighted,Clear,45,0,0,2021-06-27
2021,9,25,9,S Walter Reed Dr,Pedestrian Involved,Injury,Dawn/Dusk,Rain,35,1,0,2021-09-25
2022,2,4,18,Glebe Rd,Rear-End,Property Damage Only,Dark - Unlighted,Clear,35,0,0,2022-02-04
2021,9,17,7,Clarendon Blvd,Bicycle Involved,Property Damage Only,Daylight,Clear,25,0,1,2021-09-17
2020,8,5,6,N Fairfax Dr,Rear-End,Property Damage Only,Dark - Unlighted,Rain,30,0,0,2020-08-05
2020,2,28,17,N Fairfax Dr,Angle,Fatal,Dawn/Dusk,Cloudy,30,0,0,2020-02-28
2021,2,25,16,N Fairfax Dr,Rear-End,Property Damage Only,Daylight,Rain,45,0,0,2021-02-25
2022,11,19,18,N Pershing Dr,Angle,Property Damage Only,Dawn/Dusk,Clear,25,0,0,2022-11-19
2023,12,2,19,N Pershing Dr,Head-On,Property Damage Only,Dawn/Dusk,Rain,30,0,0,2023-12-02
2023,3,24,15,Lee Hwy,Rear-End,Property Damage Only,Dawn/Dusk,Clear,35,0,0,2023-03-24
2023,7,14,9,S Walter Reed Dr,Bicycle Involved,Property Damage Only,Dark - Lighted,Clear,35,0,1,2023-07-14
2022,6,10,19,Washington Blvd,Single Vehicle,Property Damage Only,Dark - Lighted,Clear,30,0,0,2022-06-10
2022,10,23,8,N Pershing Dr,Sideswipe,Serious Injury,Dark - Unlighted,Clear,30,0,0,2022-10-23
2020,4,20,11,Arlington Blvd,Bicycle Involved,Injury,Dark - Unlighted,Snow/Ice,30,0,1,2020-04-20
2020,9,18,7,Clarendon Blvd,Bicycle Involved,Injury,Daylight,Clear,35,0,1,2020-09-18
2023,8,19,13,S Walter Reed Dr,Bicycle Involved,Property Damage Only,Dawn/Dusk,Clear,35,0,1,2023-08-19
2022,1,17,17,Columbia Pike,Rear-End,Property Damage Only,Dawn/Dusk,Clear,30,0,0,2022-01-17
2019,11,2,17,Glebe Rd,Sideswipe,Injury,Dark - Lighted,Clear,35,0,0,2019-11-02
2021,3,27,16,Wilson Blvd,Bicycle Involved,Property Damage Only,Dark - Unlighted,Snow/Ice,30,0,1,2021-03-27
2023,1,12,17,Washington Blvd,Rear-End,Serious Injury,Dark - Lighted,Clear,45,0,0,2023-01-12
2020,9,26,5,Arlington Blvd,Bicycle Involved,Property Damage Only,Daylight,Clear,45,0,1,2020-09-26
2022,7,26,8,Clarendon Blvd,Pedestrian Involved,Serious Injury,Daylight,Clear,25,1,0,2022-07-26
2021,4,20,8,Washington Blvd,Single Vehicle,Injury,Dark - Lighted,Clear,35,0,0,2021-04-20
2023,9,24,18,S Walter Reed Dr,Angle,Property Damage Only,Dark - Lighted,Clear,35,0,0,2023-09-24
2022,3,22,2,Columbia Pike,Angle,Property Damage Only,Dark - Lighted,Cloudy,25,0,0,2022-03-22
2022,1,14,6,Arlington Blvd,Pedestrian Involved,Property Damage Only,Dark - Unlighted,Clear,30,1,0,2022-01-14
2020,10,28,9,Arlington Blvd,Rear-End,Injury,Dark - Unlighted,Clear,45,0,0,2020-10-28
2020,1,5,17,Clarendon Blvd,Pedestrian Involved,Serious Injury,Daylight,Rain,35,1,0,2020-01-05
2022,10,18,21,Clarendon Blvd,Rear-End,Property Damage Only,Dark - Unlighted,Clear,30,0,0,2022-10-18
2020,9,3,8,N Pershing Dr,Angle,Injury,Dawn/Dusk,Cloudy,45,0,0,2020-09-03
2019,6,8,8,Glebe Rd,Bicycle Involved,Injury,Dark - Unlighted,Clear,35,0,1,2019-06-08
2021,5,7,15,S Walter Reed Dr,Pedestrian Involved,Property Damage Only,Dawn/Dusk,Cloudy,25,1,0,2021-05-07
2019,11,12,16,Washington Blvd,Angle,Property Damage Only,Dark - Lighted,Clear,25,0,0,2019-11-12
2021,7,26,7,Columbia Pike,Head-On,Property Damage Only,Dark - Unlighted,Clear,35,0,0,2021-07-26
2019,9,27,19,Clarendon Blvd,Pedestrian Involved,Property Damage Only,Dawn/Dusk,Clear,45,1,0,2019-09-27
2019,5,21,6,Glebe Rd,Sideswipe,Injury,Daylight,Rain,25,0,0,2019-05-21
2020,9,18,5,Wilson Blvd,Bicycle Involved,Injury,Daylight,Clear,30,0,1,2020-09-18
2020,11,14,5,Columbia Pike,Angle,Property Damage Only,Dawn/Dusk,Clear,25,0,0,2020-11-14
2020,1,15,7,Clarendon Blvd,Rear-End,Serious Injury,Daylight,Snow/Ice,25,0,0,2020-01-15
2019,3,26,17,Arlington Blvd,Pedestrian Involved,Property Damage Only,Daylight,Clear,30,1,0,2019-03-26
2021,7,13,17,Washington Blvd,Bicycle Involved,Property Damage Only,Dawn/Dusk,Clear,45,0,1,2021-07-13
2021,1,13,13,Columbia Pike,Pedestrian Involved,Injury,Daylight,Clear,25,1,0,2021-01-13
2023,1,23,4,Columbia Pike,Sideswipe,Injury,Daylight,Clear,35,0,0,2023-01-23
2021,10,3,8,Arlington Blvd,Single Vehicle,Property Damage Only,Dawn/Dusk,Clear,45,0,0,2021-10-03
2022,11,1,18,Washington Blvd,Angle,Property Damage Only,Dark - Lighted,Clear,30,0,0,2022-11-01
2022,9,10,19,Lee Hwy,Sideswipe,Injury,Dark - Unlighted,Fog,25,0,0,2022-09-10
2023,9,5,8,Columbia Pike,Rear-End,Property Damage Only,Daylight,Cloudy,45,0,0,2023-09-05
2023,9,3,18,Arlington Blvd,Angle,Property Damage Only,Dark - Unlighted,Clear,30,0,0,2023-09-03
2022,11,28,12,N Pershing Dr,Angle,Serious Injury,Dark - Lighted,Clear,30,0,0,2022-11-28
2020,10,27,13,Arlington Blvd,Angle,Property Damage Only,Daylight,Rain,30,0,0,2020-10-27
2023,1,28,18,N Pershing Dr,Head-On,Property Damage Only,Daylight,Snow/Ice,35,0,0,2023-01-28
2019,5,4,22,Glebe Rd,Bicycle Involved,Property Damage Only,Dawn/Dusk,Clear,35,0,1,2019-05-04
2021,3,22,8,Glebe Rd,Rear-End,Injury,Dark - Unlighted,Rain,25,0,0,2021-03-22
2020,6,16,16,Washington Blvd,Sideswipe,Injury,Dark - Unlighted,Clear,30,0,0,2020-06-16
2023,10,12,20,Clarendon Blvd,Head-On,Property Damage Only,Dark - Lighted,Clear,25,0,0,2023-10-12
2021,4,26,17,Glebe Rd,Bicycle Involved,Injury,Dawn/Dusk,Clear,35,0,1,2021-04-26
2021,3,22,19,Clarendon Blvd,Head-On,Serious Injury,Dawn/Dusk,Clear,45,0,0,2021-03-22
2021,5,16,23,N Pershing Dr,Rear-End,Property Damage Only,Dark - Lighted,Clear,25,0,0,2021-05-16
2021,3,18,7,Glebe Rd,Sideswipe,Injury,Daylight,Rain,25,0,0,2021-03-18
2019,9,21,7,Wilson Blvd,Single Vehicle,Property Damage Only,Dawn/Dusk,Rain,30,0,0,2019-09-21
2019,9,9,5,N Pershing Dr,Pedestrian Involved,Injury,Dawn/Dusk,Snow/Ice,30,1,0,2019-09-09
2021,7,8,13,S Walter Reed Dr,Bicycle Involved,Serious Injury,Dark - Unlighted,Clear,30,0,1,2021-07-08
2022,9,17,23,Columbia Pike,Head-On,Injury,Dark - Unlighted,Rain,25,0,0,2022-09-17
2020,10,22,7,Lee Hwy,Single Vehicle,Injury,Dark - Lighted,Clear,45,0,0,2020-10-22
2020,3,19,7,S Walter Reed Dr,Bicycle Involved,Property Damage Only,Dark - Lighted,Rain,45,0,1,2020-03-19
2021,1,8,14,Washington Blvd,Angle,Injury,Daylight,Fog,35,0,0,2021-01-08
2021,4,2,5,Glebe Rd,Pedestrian Involved,Injury,Dark - Unlighted,Clear,45,1,0,2021-04-02
2022,8,2,19,Wilson Blvd,Bicycle Involved,Injury,Dark - Unlighted,Clear,25,0,1,2022-08-02
2023,11,27,17,Arlington Blvd,Single Vehicle,Property Damage Only,Dark - Unlighted,Clear,30,0,0,2023-11-27
2022,11,13,18,Clarendon Blvd,Pedestrian Involved,Property Damage Only,Daylight,Clear,35,1,0,2022-11-13
2022,4,17,13,N Fairfax Dr,Sideswipe,Injury,Dark - Unlighted,Clear,45,0,0,2022-04-17
2022,10,1,7,N Pershing Dr,Angle,Injury,Dawn/Dusk,Snow/Ice,30,0,0,2022-10-01
